ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey,width,height,colors
3961,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,h5Hh5,Expand project,website feature/accessibility-audit,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > website expanded,h8VpfA/AqQsy/KQyUm/v1fIi/iiyFT,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#4B5566
3962,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,ek9pr,Reference status glyph,#91,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Website project sessions > Watch preview deployment > Session labels > Optional tracker reference line > Optional PR or issue,h8VpfA/AqQsy/KQyUm/v1fIi/Qvl1P/VCWtM/reZJA/oNbYA/N0SF1t,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f,12px,12px,#6D28D9
3963,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,ek9pr,Reference status glyph,#298,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Website project sessions > Replace legacy carousel > Session labels > Optional tracker reference line > Optional PR or issue,h8VpfA/AqQsy/KQyUm/v1fIi/Qvl1P/EZIFQ/reZJA/oNbYA/N0SF1t,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
3964,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,M4JTn,Project folder,earwitness,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Folded project · earwitness,h8VpfA/AqQsy/KQyUm/v1fIi/joqG3,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#4B5566,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,18px,18px,#4B5566
3965,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,MCh44,Expand project,earwitness,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Folded project · earwitness,h8VpfA/AqQsy/KQyUm/v1fIi/joqG3,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0,16px,16px,#4B5566
3966,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,aVc2I,All tasks icon,,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > All tasks button,h8VpfA/AqQsy/um4Dd/IqgWF/RsiQK,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3,17px,17px,#4B5566
3967,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,P71NN,Add project icon,,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Add project button,h8VpfA/AqQsy/um4Dd/IqgWF/ZTqX3,lucide,folder-plus,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-folder-plus-87f0433c6541.svg,lucide/folder-plus/87f0433c6541,17px,17px,#4B5566
3968,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,fabdc,Global settings icon,,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Global settings button,h8VpfA/AqQsy/um4Dd/IqgWF/y8S6RQ,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e,17px,17px,#4B5566
3969,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,uGBu4,Tools icon,,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Tools button,h8VpfA/AqQsy/um4Dd/IqgWF/KjyBP,lucide,wrench,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-wrench-c007132f26fe.svg,lucide/wrench/c007132f26fe,17px,17px,#4B5566
3970,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,kDEIk,Tools menu chevron,,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Tools button,h8VpfA/AqQsy/um4Dd/IqgWF/KjyBP,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#667084,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,10px,10px,#667084
3971,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,n1KYP,Theme icon,,S05. Project settings / Bookmarklets · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > Theme button,h8VpfA/AqQsy/um4Dd/IqgWF/VfHlv,lucide,sun-moon,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-sun-moon-e715c2aaac76.svg,lucide/sun-moon/e715c2aaac76,17px,17px,#4B5566
3972,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,zL3I5,Project folder,cezar / Project settings main,S05. Project settings / Bookmarklets · Desktop light > Page workspace > Shared page breadcrumb,h8VpfA/h0PFmV/g3XvI,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,16px,16px,#667084
3973,h8VpfA,S05. Project settings / Bookmarklets · Desktop light,J4EXR,Isolated worktree indicator,cezar / Project settings main,S05. Project settings / Bookmarklets · Desktop light > Page workspace > Shared page breadcrumb,h8VpfA/h0PFmV/g3XvI,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#6D28D9,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94,16px,16px,#6D28D9
3974,f03Qc,S08. Global settings / Appearance · Desktop light,Miq1Y,Search,Search… ⌘K,S08. Global settings / Appearance · Desktop light > Shared project navigation > Search tasks,f03Qc/ubsc7/zmwW1,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#667084,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3,16px,16px,#667084
3975,f03Qc,S08. Global settings / Appearance · Desktop light,Zl85A,New task icon,New task,S08. Global settings / Appearance · Desktop light > Shared project navigation > Workspace links > New task,f03Qc/ubsc7/KZzFc/BmQeP,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#667084,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254,18px,18px,#667084
3976,f03Qc,S08. Global settings / Appearance · Desktop light,O5FimD,Project folder,iac main,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > iac expanded,f03Qc/ubsc7/KQyUm/v1fIi/v4agI,lucide,folder-open,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#4B5566,icons/lucide-folder-open-0bc4319b1274.svg,lucide/folder-open/0bc4319b1274,18px,18px,#4B5566
3977,f03Qc,S08. Global settings / Appearance · Desktop light,IsuOX,Expand project,iac main,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > iac expanded,f03Qc/ubsc7/KQyUm/v1fIi/v4agI,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#4B5566
3978,f03Qc,S08. Global settings / Appearance · Desktop light,a5Y7JP,New task icon,Tasks,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Tasks,f03Qc/ubsc7/KQyUm/v1fIi/s5hjd/VCFvJ,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c,15px,15px,#667084
3979,f03Qc,S08. Global settings / Appearance · Desktop light,hHOuY,New task icon,Git,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Git,f03Qc/ubsc7/KQyUm/v1fIi/s5hjd/Kc4cv,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96,15px,15px,#667084
3980,f03Qc,S08. Global settings / Appearance · Desktop light,P2vbl,New task icon,GitHub,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > GitHub,f03Qc/ubsc7/KQyUm/v1fIi/s5hjd/Mu3ek,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86,15px,15px,#667084
3981,f03Qc,S08. Global settings / Appearance · Desktop light,S7MZN4,New task icon,Skills,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Skills,f03Qc/ubsc7/KQyUm/v1fIi/s5hjd/jFls7,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a,15px,15px,#667084
3982,f03Qc,S08. Global settings / Appearance · Desktop light,v2mWUn,New task icon,Workflows,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Workflows,f03Qc/ubsc7/KQyUm/v1fIi/s5hjd/a9yTex,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44,15px,15px,#667084
3983,f03Qc,S08. Global settings / Appearance · Desktop light,i0uuB,New task icon,Settings,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Project destinations > Settings,f03Qc/ubsc7/KQyUm/v1fIi/s5hjd/vmAq6,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#667084,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5,15px,15px,#667084
3984,f03Qc,S08. Global settings / Appearance · Desktop light,tpR2o,Reference status glyph,#217,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue,f03Qc/ubsc7/KQyUm/v1fIi/rPX7U/jJ7oW/RdGS4/FjwuH/J8NKlV,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0,12px,12px,#6D28D9
3985,f03Qc,S08. Global settings / Appearance · Desktop light,pxKG3,Reference status glyph,#214,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Linked issue #214,f03Qc/ubsc7/KQyUm/v1fIi/rPX7U/jJ7oW/RdGS4/FjwuH/nEshW,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
3986,f03Qc,S08. Global settings / Appearance · Desktop light,k0FH3A,Pin or unpin session,Fixing finalization failure #217 #214,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session,f03Qc/ubsc7/KQyUm/v1fIi/rPX7U/jJ7oW,lucide,pin,box-sizing: border-box; flex-shrink: 0; height: 18px; position: relative; width: 18px; z-index: 1,#6D28D9,icons/lucide-pin-497f00cc15b7.svg,lucide/pin/497f00cc15b7,18px,18px,#6D28D9
3987,f03Qc,S08. Global settings / Appearance · Desktop light,owP9r,Reference status glyph,#217,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker > Session labels > Optional tracker reference line > Optional PR or issue,f03Qc/ubsc7/KQyUm/v1fIi/rPX7U/iIdSn/Cp7J6/bJSQJ/Ewjd8/wK28r/aiwkj,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0,12px,12px,#6D28D9
3988,f03Qc,S08. Global settings / Appearance · Desktop light,skK4N,Reference status glyph,#214,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,f03Qc/ubsc7/KQyUm/v1fIi/rPX7U/ueKrJ/tzf9H/BlJcL/lBd6J/u4ALzs/P799t,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
3989,f03Qc,S08. Global settings / Appearance · Desktop light,guVeT,Project folder,website feature/accessibility-audit,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > website expanded,f03Qc/ubsc7/KQyUm/v1fIi/iiyFT,lucide,folder-open,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#4B5566,icons/lucide-folder-open-0bc4319b1274.svg,lucide/folder-open/0bc4319b1274,18px,18px,#4B5566
3990,f03Qc,S08. Global settings / Appearance · Desktop light,h5Hh5,Expand project,website feature/accessibility-audit,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > website expanded,f03Qc/ubsc7/KQyUm/v1fIi/iiyFT,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0,16px,16px,#4B5566
3991,f03Qc,S08. Global settings / Appearance · Desktop light,ek9pr,Reference status glyph,#91,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Website project sessions > Watch preview deployment > Session labels > Optional tracker reference line > Optional PR or issue,f03Qc/ubsc7/KQyUm/v1fIi/Qvl1P/VCWtM/reZJA/oNbYA/N0SF1t,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#6D28D9,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f,12px,12px,#6D28D9
3992,f03Qc,S08. Global settings / Appearance · Desktop light,ek9pr,Reference status glyph,#298,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Website project sessions > Replace legacy carousel > Session labels > Optional tracker reference line > Optional PR or issue,f03Qc/ubsc7/KQyUm/v1fIi/Qvl1P/EZIFQ/reZJA/oNbYA/N0SF1t,lucide,circle-dot,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#2366B1,icons/lucide-circle-dot-ea10782b4ad5.svg,lucide/circle-dot/ea10782b4ad5,12px,12px,#2366B1
3993,f03Qc,S08. Global settings / Appearance · Desktop light,M4JTn,Project folder,earwitness,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Folded project · earwitness,f03Qc/ubsc7/KQyUm/v1fIi/joqG3,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#4B5566,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68,18px,18px,#4B5566
3994,f03Qc,S08. Global settings / Appearance · Desktop light,MCh44,Expand project,earwitness,S08. Global settings / Appearance · Desktop light > Shared project navigation > Scrollable projects and sessions > Expanded project and session navigation > Folded project · earwitness,f03Qc/ubsc7/KQyUm/v1fIi/joqG3,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#4B5566,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0,16px,16px,#4B5566
3995,f03Qc,S08. Global settings / Appearance · Desktop light,aVc2I,All tasks icon,,S08. Global settings / Appearance · Desktop light > Shared project navigation > Local workspace status > Compact workspace actions > All tasks button,f03Qc/ubsc7/um4Dd/IqgWF/RsiQK,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 17px; width: 17px,#4B5566,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3,17px,17px,#4B5566
